NCTId,Text,clean,tfidf,cluster1
NCT02520778,"Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO),HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO),nan,nan,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hiv   hiv unknown   hiv yes  haart  hiv   hiv unknown   hiv yes  haart  nan nan nan nan platelet count greater   equal  100000 platelets per cubic milimeter platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter leukocyte count greater   equal  3000 per microliter,"[0.38095238 0.65217391 0.38095238 0.28571429 0.375      0.48148148
 0.43478261 0.0952381  0.47619048 0.48387097 0.6        0.42857143
 0.7        0.35       0.6        0.33333333 0.0952381  0.0952381
 0.89473684 0.57894737 0.375      0.31818182 0.23809524 0.72727273
 0.60714286 0.56       0.66666667 0.22727273 0.0952381  0.59090909
 0.46153846 0.0952381  0.0952381  0.18181818 0.28571429 0.40909091
 0.0952381  0.32       0.42857143 0.46428571 0.36       0.38095238
 0.53333333 0.48571429 0.6        0.51724138 0.48484848 0.41666667
 0.36       0.375      0.42857143 0.45       0.35       0.40909091
 0.0952381  0.55882353 0.33333333 0.4        0.0952381  0.
 0.27272727 0.13636364 0.25       0.52380952 0.45       0.5
 0.75       0.78378378 0.25       0.14285714 0.5        0.25
 0.33333333 0.51612903 0.37037037 0.45       0.18181818 0.58823529
 0.38095238 0.33333333 0.52380952 0.44827586 0.6        0.6
 0.5625     0.34482759 0.60526316]",9
NCT02520791,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,HIV=NO OR HIV=UNKNOWN,HIV=NO OR HIV=UNKNOWN,nan,nan,nan,nan,Platelet count greater than or equal to 75000 platelets per cubic milimeter,Platelet count greater than or equal to 75000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv   hiv unknown hiv   hiv unknown nan nan nan nan platelet count greater   equal  75000 platelets per cubic milimeter platelet count greater   equal  75000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter leukocyte count greater   equal  3000 per microliter,"[0.47619048 0.68181818 0.47619048 0.38095238 0.52       0.55555556
 0.52173913 0.19047619 0.42105263 0.44827586 0.63157895 0.45
 0.75       0.45       0.63157895 0.42857143 0.19047619 0.19047619
 0.91891892 0.63157895 0.45833333 0.40909091 0.15789474 0.7
 0.67857143 0.58333333 0.55555556 0.23809524 0.19047619 0.55
 0.34782609 0.19047619 0.19047619 0.34782609 0.38095238 0.26315789
 0.19047619 0.33333333 0.45       0.53571429 0.5        0.47619048
 0.64516129 0.54285714 0.63157895 0.5862069  0.62857143 0.5
 0.5        0.52       0.38461538 0.47368421 0.45       0.16666667
 0.19047619 0.61764706 0.5        0.35714286 0.19047619 0.27272727
 0.         0.22727273 0.42857143 0.55       0.47368421 0.61290323
 0.76923077 0.80555556 0.42857143 0.15       0.51724138 0.42857143
 0.27272727 0.625      0.55172414 0.47368421 0.19047619 0.64705882
 0.47619048 0.26315789 0.61904762 0.56666667 0.63157895 0.63157895
 0.625      0.4137931  0.69230769]",1
NCT02535325,"Hemoglobin measurement greater than or equal to 9 grams per deciliter without transfusion,Hemoglobin measurement greater than or equal to 9 grams per deciliter without transfusion,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter without transfusion hemoglobin measurement greater   equal  9 grams per deciliter without transfusion hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.40909091 0.72       0.40909091 0.39130435 0.4        0.55172414
 0.52       0.04761905 0.5        0.4        0.68181818 0.52173913
 0.70731707 0.38095238 0.68181818 0.43478261 0.04761905 0.04761905
 0.8974359  0.625      0.46153846 0.41666667 0.19047619 0.73913043
 0.66666667 0.57692308 0.68181818 0.18181818 0.04761905 0.60869565
 0.42307692 0.04761905 0.04761905 0.2173913  0.39130435 0.36363636
 0.04761905 0.28       0.52173913 0.53333333 0.44444444 0.40909091
 0.5483871  0.45714286 0.68181818 0.53333333 0.5        0.44
 0.44444444 0.4        0.39285714 0.47619048 0.38095238 0.36363636
 0.04761905 0.57142857 0.36363636 0.36666667 0.04761905 0.13636364
 0.22727273 0.         0.28571429 0.60869565 0.47619048 0.51612903
 0.75609756 0.78947368 0.28571429 0.0952381  0.46666667 0.28571429
 0.2173913  0.53125    0.44827586 0.47619048 0.13636364 0.6
 0.40909091 0.43478261 0.54545455 0.51612903 0.68181818 0.68181818
 0.57575758 0.31034483 0.61538462]",9
NCT02535338,"nan,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.61904762 0.86956522 0.61904762 0.52380952 0.21052632 0.66666667
 0.65217391 0.25       0.65       0.6        0.85       0.66666667
 0.65714286 0.13333333 0.85       0.57142857 0.25       0.25
 0.87878788 0.71052632 0.58333333 0.54545455 0.4        0.9047619
 0.78571429 0.45       0.5625     0.38095238 0.25       0.47058824
 0.6        0.25       0.25       0.25       0.52380952 0.57142857
 0.25       0.45833333 0.66666667 0.64285714 0.56       0.61904762
 0.44       0.58823529 0.85       0.41666667 0.63636364 0.26315789
 0.56       0.21052632 0.55555556 0.26666667 0.13333333 0.57142857
 0.25       0.48275862 0.125      0.51724138 0.25       0.25
 0.42857143 0.28571429 0.         0.76190476 0.26666667 0.4
 0.71428571 0.75       0.         0.3        0.62068966 0.
 0.47826087 0.42307692 0.55555556 0.26666667 0.33333333 0.51724138
 0.61904762 0.57142857 0.375      0.62068966 0.85       0.85
 0.48148148 0.46428571 0.54545455]",6
NCT02564198,"Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,(HIV=NO OR HIV=Unknown) AND Immunocompromised=NO  ,nan,nan,nan,nan",hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hiv   hiv unknown   immunocompromised   nan nan nan nan,"[0.52941176 0.30769231 0.52941176 0.41176471 0.8        0.60869565
 0.5        0.59090909 0.5625     0.73333333 0.27272727 0.5
 0.86842105 0.8        0.27272727 0.47058824 0.59090909 0.59090909
 0.93548387 0.75       0.42105263 0.35294118 0.6        0.53846154
 0.5        0.77272727 0.8125     0.57142857 0.59090909 0.625
 0.59090909 0.59090909 0.59090909 0.65217391 0.41176471 0.55555556
 0.59090909 0.68       0.5        0.58333333 0.54545455 0.52941176
 0.83333333 0.74285714 0.27272727 0.82758621 0.67741935 0.79166667
 0.54545455 0.8        0.7037037  0.84210526 0.8        0.47058824
 0.59090909 0.85714286 0.76190476 0.7        0.59090909 0.52380952
 0.55       0.60869565 0.76190476 0.         0.84210526 0.83870968
 0.86111111 0.83870968 0.76190476 0.57142857 0.66666667 0.76190476
 0.59090909 0.84375    0.6        0.84210526 0.59090909 0.85294118
 0.52941176 0.375      0.70588235 0.61538462 0.27272727 0.27272727
 0.84375    0.7        0.87179487]",8
NCT02567409,"nan,nan,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan nan nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.52941176 0.84210526 0.52941176 0.57894737 0.42105263 0.66666667
 0.57894737 0.45       0.5625     0.59259259 0.8125     0.58823529
 0.77142857 0.15384615 0.8125     0.63157895 0.45       0.45
 0.93548387 0.67647059 0.63636364 0.6        0.35294118 0.94444444
 0.88888889 0.65       0.41666667 0.42105263 0.45       0.53333333
 0.70833333 0.45       0.45       0.45       0.57894737 0.63157895
 0.45       0.5        0.58823529 0.74074074 0.72       0.52941176
 0.6        0.70588235 0.8125     0.58333333 0.75757576 0.38888889
 0.72       0.42105263 0.65384615 0.         0.15384615 0.63157895
 0.45       0.62068966 0.375      0.65517241 0.45       0.45
 0.47368421 0.47619048 0.26666667 0.84210526 0.         0.56
 0.79411765 0.83870968 0.26666667 0.42105263 0.75862069 0.26666667
 0.52380952 0.57692308 0.7037037  0.         0.45       0.60714286
 0.52941176 0.63157895 0.625      0.71428571 0.8125     0.8125
 0.57692308 0.60714286 0.66666667]",10
NCT02567422,"nan,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4=Sufficient AND Viral Load=Acceptable AND HAART=YES AND Cytochrome P450 3A4 Inhibitor=NO AND Cytochrome P450 3A4 Inducer=NO) ,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv   hiv unknown   hiv yes  cd4 sufficient  viral load acceptable  haart yes  cytochrome p450 3a4 inhibitor   cytochrome p450 3a4 inducer    nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.74193548 0.90909091 0.74193548 0.67741935 0.48275862 0.75675676
 0.75757576 0.5        0.76666667 0.66666667 0.9        0.77419355
 0.5        0.48       0.9        0.70967742 0.5        0.5
 0.79487179 0.74468085 0.70588235 0.6875     0.6        0.93548387
 0.81081081 0.5862069  0.73076923 0.58064516 0.5        0.66666667
 0.67647059 0.5        0.5        0.5        0.67741935 0.70967742
 0.5        0.57575758 0.77419355 0.7027027  0.64705882 0.74193548
 0.46875    0.65116279 0.9        0.54545455 0.625      0.46428571
 0.64705882 0.42857143 0.6        0.56       0.48       0.70967742
 0.5        0.54054054 0.46153846 0.52777778 0.5        0.5
 0.61290323 0.51612903 0.4        0.83870968 0.56       0.
 0.69047619 0.7804878  0.4        0.53333333 0.64864865 0.4
 0.63636364 0.03846154 0.6        0.56       0.5483871  0.52777778
 0.74193548 0.70967742 0.61538462 0.61111111 0.9        0.9
 0.5        0.39393939 0.38888889]",0
NCT02568553,"nan,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND AIDS=NO AND cART=YES AND CD4>=250 {cells}/mm3 AND Viral Load=0 {copies}/mm3 AND AIDS-Related Disorder =NO AND Efavirenz=NO) VERY COMPLICATED (I KEPT IT AT >=250 TO INCLUDE MORE FOR MATCH, CLINICIAN CAN EXCLUDE AFTERWARDS),nan,nan,Platelet count greater than or equal to 50000 platelets per cubic milimeter,nan",nan hiv   hiv unknown   hiv yes  aids   cart yes  cd4 250  cells mm3  viral load 0  copies mm3  aids related disorder    efavirenz    complicated   kept    250  include   match  clinician  exclude afterwards nan nan platelet count greater   equal  50000 platelets per cubic milimeter nan,"[0.81081081 0.89189189 0.81081081 0.72222222 0.74358974 0.78571429
 0.78947368 0.75       0.89473684 0.8125     0.91428571 0.80555556
 0.70833333 0.77142857 0.91428571 0.78378378 0.75       0.75
 0.89361702 0.83636364 0.74358974 0.72972973 0.79487179 0.94444444
 0.74358974 0.60606061 0.77419355 0.775      0.75       0.67741935
 0.68421053 0.75       0.75       0.75       0.72222222 0.75
 0.75       0.7        0.80555556 0.52777778 0.62162162 0.81081081
 0.5        0.71428571 0.91428571 0.56756757 0.60465116 0.62857143
 0.62162162 0.6        0.65       0.79411765 0.73529412 0.75
 0.75       0.68888889 0.71428571 0.58536585 0.75       0.75
 0.76923077 0.75609756 0.71428571 0.86111111 0.79411765 0.69047619
 0.         0.69047619 0.71428571 0.775      0.58974359 0.71428571
 0.75       0.66666667 0.65       0.79411765 0.71794872 0.55
 0.81081081 0.75       0.79411765 0.47222222 0.91428571 0.91428571
 0.56410256 0.71111111 0.71428571]",4
NCT02572453,"nan,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND CD4>=250 {cells}/mm3 AND Treatment-sensitive HIV=YES AND Zidovudine=NO AND HEALTHY=YES AND AIDS=NO),nan,nan,Platelets count greater than or equal to 75,000/mcL or greater than or equal to 30,000/mcL with documented bone marrow involvement,nan",nan hiv   hiv unknown   hiv yes  cd4 250  cells mm3  treatment sensitive hiv yes  zidovudine   healthy yes  aids  nan nan platelets count greater   equal  75 000 mcl  greater   equal  30 000 mcl  documented bone marrow involvement nan,"[0.85294118 0.875      0.85294118 0.75757576 0.77777778 0.82051282
 0.82857143 0.78378378 0.87878788 0.84444444 0.9        0.84848485
 0.5        0.8125     0.9        0.82352941 0.78378378 0.78378378
 0.76315789 0.84313725 0.77777778 0.76470588 0.83333333 0.93548387
 0.66666667 0.63333333 0.82142857 0.81081081 0.78378378 0.75862069
 0.71428571 0.78378378 0.78378378 0.78378378 0.75757576 0.78787879
 0.78378378 0.72972973 0.84848485 0.66666667 0.68571429 0.85294118
 0.67567568 0.68181818 0.9        0.5        0.72093023 0.65625
 0.68571429 0.625      0.80487805 0.83870968 0.77419355 0.78787879
 0.78378378 0.57894737 0.75       0.73809524 0.78378378 0.78378378
 0.80555556 0.78947368 0.75       0.83870968 0.83870968 0.7804878
 0.69047619 0.         0.75       0.81081081 0.7804878  0.75
 0.78378378 0.78571429 0.775      0.83870968 0.78378378 0.70731707
 0.85294118 0.78787879 0.75862069 0.64864865 0.9        0.9
 0.69230769 0.73809524 0.81632653]",4
NCT02589522,"nan,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.61904762 0.86956522 0.61904762 0.52380952 0.21052632 0.66666667
 0.65217391 0.25       0.65       0.6        0.85       0.66666667
 0.65714286 0.13333333 0.85       0.57142857 0.25       0.25
 0.87878788 0.71052632 0.58333333 0.54545455 0.4        0.9047619
 0.78571429 0.45       0.5625     0.38095238 0.25       0.47058824
 0.6        0.25       0.25       0.25       0.52380952 0.57142857
 0.25       0.45833333 0.66666667 0.64285714 0.56       0.61904762
 0.44       0.58823529 0.85       0.41666667 0.63636364 0.26315789
 0.56       0.21052632 0.55555556 0.26666667 0.13333333 0.57142857
 0.25       0.48275862 0.125      0.51724138 0.25       0.25
 0.42857143 0.28571429 0.         0.76190476 0.26666667 0.4
 0.71428571 0.75       0.         0.3        0.62068966 0.
 0.47826087 0.42307692 0.55555556 0.26666667 0.33333333 0.51724138
 0.61904762 0.57142857 0.375      0.62068966 0.85       0.85
 0.48148148 0.46428571 0.54545455]",6
NCT02595424,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,(HIV=NO OR HIV=Unknown) AND HAART=NO,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv   hiv unknown   haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.42857143 0.69565217 0.42857143 0.33333333 0.41666667 0.51851852
 0.47826087 0.05       0.45       0.4137931  0.65       0.47619048
 0.725      0.31578947 0.65       0.38095238 0.05       0.05
 0.92105263 0.60526316 0.41666667 0.36363636 0.10526316 0.71428571
 0.68965517 0.6        0.65       0.19047619 0.05       0.57142857
 0.375      0.05       0.05       0.22727273 0.33333333 0.38095238
 0.05       0.2173913  0.47619048 0.55172414 0.46153846 0.42857143
 0.56666667 0.47058824 0.65       0.55172414 0.55882353 0.45833333
 0.46153846 0.41666667 0.40740741 0.42105263 0.4        0.3
 0.05       0.58823529 0.38095238 0.37931034 0.05       0.14285714
 0.15       0.0952381  0.3        0.57142857 0.42105263 0.53333333
 0.775      0.81081081 0.3        0.         0.48275862 0.3
 0.22727273 0.5483871  0.46428571 0.42105263 0.14285714 0.61764706
 0.42857143 0.38095238 0.57142857 0.53333333 0.65       0.65
 0.59375    0.32142857 0.63157895]",9
NCT02595866,"Hemoglobin measurement greater than 9 grams per deciliter,Hemoglobin measurement greater than 9 grams per deciliter,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND cART=YES and HAART>=4 WEEK AND Viral Load<200 {copies}/mm3),nan,nan,Platelet count greater than or equal to 50000 platelets per cubic milimeter,nan",hemoglobin measurement greater  9 grams per deciliter hemoglobin measurement greater  9 grams per deciliter hiv   hiv unknown   hiv yes  cart yes  haart 4 week  viral load 200  copies mm3 nan nan platelet count greater   equal  50000 platelets per cubic milimeter nan,"[0.60714286 0.75862069 0.60714286 0.53571429 0.66666667 0.64705882
 0.63333333 0.44827586 0.72413793 0.59459459 0.73076923 0.59259259
 0.73333333 0.68965517 0.73076923 0.51851852 0.44827586 0.44827586
 0.90697674 0.68888889 0.58064516 0.55172414 0.55172414 0.77777778
 0.66666667 0.5862069  0.73076923 0.58064516 0.44827586 0.61538462
 0.44827586 0.44827586 0.44827586 0.5483871  0.53571429 0.46153846
 0.44827586 0.53125    0.59259259 0.5        0.35714286 0.60714286
 0.55882353 0.58536585 0.73076923 0.62857143 0.47222222 0.61290323
 0.35714286 0.625      0.36666667 0.75862069 0.68965517 0.46153846
 0.44827586 0.71428571 0.62068966 0.39393939 0.44827586 0.5
 0.51724138 0.46666667 0.62068966 0.66666667 0.75862069 0.64864865
 0.58974359 0.7804878  0.62068966 0.48275862 0.         0.62068966
 0.5483871  0.62162162 0.41935484 0.75862069 0.44827586 0.60526316
 0.60714286 0.51851852 0.71428571 0.4375     0.73076923 0.73076923
 0.62162162 0.52777778 0.65116279]",12
NCT02595892,"nan,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND HAART=NO),nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv   hiv unknown   hiv yes  haart  nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.61904762 0.86956522 0.61904762 0.52380952 0.21052632 0.66666667
 0.65217391 0.25       0.65       0.6        0.85       0.66666667
 0.65714286 0.13333333 0.85       0.57142857 0.25       0.25
 0.87878788 0.71052632 0.58333333 0.54545455 0.4        0.9047619
 0.78571429 0.45       0.5625     0.38095238 0.25       0.47058824
 0.6        0.25       0.25       0.25       0.52380952 0.57142857
 0.25       0.45833333 0.66666667 0.64285714 0.56       0.61904762
 0.44       0.58823529 0.85       0.41666667 0.63636364 0.26315789
 0.56       0.21052632 0.55555556 0.26666667 0.13333333 0.57142857
 0.25       0.48275862 0.125      0.51724138 0.25       0.25
 0.42857143 0.28571429 0.         0.76190476 0.26666667 0.4
 0.71428571 0.75       0.         0.3        0.62068966 0.
 0.47826087 0.42307692 0.55555556 0.26666667 0.33333333 0.51724138
 0.61904762 0.57142857 0.375      0.62068966 0.85       0.85
 0.48148148 0.46428571 0.54545455]",6
NCT02595918,"Hemoglobin measurement greater than or equal to 9 grams per deciliter,Hemoglobin measurement greater than or equal to 9 grams per deciliter,HIV=NO OR HIV=UNKNOWN OR AIDS=NO,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter without transfusion,Leukocyte count greater than or equal to 2500 per microliter",hemoglobin measurement greater   equal  9 grams per deciliter hemoglobin measurement greater   equal  9 grams per deciliter hiv   hiv unknown  aids  nan nan platelet count greater   equal  100000 platelets per cubic milimeter without transfusion leukocyte count greater   equal  2500 per microliter,"[0.38095238 0.65217391 0.38095238 0.28571429 0.55555556 0.48148148
 0.43478261 0.26086957 0.54545455 0.43333333 0.66666667 0.5
 0.76190476 0.5        0.66666667 0.47826087 0.26086957 0.26086957
 0.92307692 0.65       0.375      0.31818182 0.23809524 0.72727273
 0.65517241 0.66666667 0.66666667 0.22727273 0.26086957 0.59090909
 0.46153846 0.26086957 0.26086957 0.4        0.28571429 0.40909091
 0.26086957 0.38461538 0.5        0.51724138 0.53571429 0.38095238
 0.58064516 0.52777778 0.66666667 0.61290323 0.57142857 0.53846154
 0.53571429 0.55555556 0.48275862 0.52380952 0.5        0.33333333
 0.26086957 0.63888889 0.47826087 0.5        0.26086957 0.33333333
 0.27272727 0.2173913  0.47826087 0.59090909 0.52380952 0.63636364
 0.75       0.78378378 0.47826087 0.22727273 0.5483871  0.47826087
 0.         0.64705882 0.53333333 0.52380952 0.26086957 0.66666667
 0.38095238 0.40909091 0.65217391 0.5        0.66666667 0.66666667
 0.64705882 0.4516129  0.70731707]",1
NCT02595931,"nan,HIV=NO OR HIV=Unknown OR (HIV=YES AND CD4=Sufficient AND Viral Load=Acceptable AND (HAART=YES OR cART=YES) AND Cytochrome P450 3A4 Inhibitor=NO AND Cytochrome P450 3A4 Inducer=NO) ,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan hiv   hiv unknown   hiv yes  cd4 sufficient  viral load acceptable   haart yes  cart yes   cytochrome p450 3a4 inhibitor   cytochrome p450 3a4 inducer    nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.75       0.91176471 0.75       0.6875     0.5        0.76315789
 0.76470588 0.51612903 0.77419355 0.675      0.90322581 0.78125
 0.51282051 0.5        0.90322581 0.71875    0.51612903 0.51612903
 0.8        0.75       0.71428571 0.6969697  0.61290323 0.9375
 0.81578947 0.6        0.74074074 0.59375    0.51612903 0.67857143
 0.68571429 0.51612903 0.51612903 0.51612903 0.6875     0.71875
 0.51612903 0.58823529 0.78125    0.71052632 0.65714286 0.75
 0.48484848 0.65909091 0.90322581 0.55882353 0.63414634 0.48275862
 0.65714286 0.44827586 0.61111111 0.57692308 0.5        0.71875
 0.51612903 0.55263158 0.48148148 0.54054054 0.51612903 0.51612903
 0.625      0.53125    0.42307692 0.84375    0.57692308 0.03846154
 0.66666667 0.78571429 0.42307692 0.5483871  0.62162162 0.42307692
 0.64705882 0.         0.57142857 0.57692308 0.51612903 0.5
 0.75       0.71875    0.62962963 0.62162162 0.90322581 0.90322581
 0.51428571 0.41176471 0.40540541]",0
NCT02595944,"Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,Hemoglobin measurement greater than or equal to 8 grams per deciliter,HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND (HAART=YES OR cART=YES) AND Viral Load=0 {copies}/mm3),HIV=NO OR HIV=UNKNOWN OR (HIV=YES AND (HAART=YES OR cART=YES) AND Viral Load=0 {copies}/mm3),nan,nan,nan,nan,Platelet count greater than or equal to 100000 platelets per microliter,Platelet count greater than or equal to 100000 platelets per microliter,Leukocyte count greater than or equal to 2000 per microliter,Leukocyte count greater than or equal to 2000 per microliter",hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hemoglobin measurement greater   equal  8 grams per deciliter hiv   hiv unknown   hiv yes   haart yes  cart yes   viral load 0  copies mm3 hiv   hiv unknown   hiv yes   haart yes  cart yes   viral load 0  copies mm3 nan nan nan nan platelet count greater   equal  100000 platelets per microliter platelet count greater   equal  100000 platelets per microliter leukocyte count greater   equal  2000 per microliter leukocyte count greater   equal  2000 per microliter,"[0.59259259 0.7037037  0.59259259 0.51851852 0.61290323 0.63636364
 0.62068966 0.42857143 0.61538462 0.65789474 0.66666667 0.62962963
 0.66666667 0.62962963 0.66666667 0.55555556 0.42857143 0.42857143
 0.9047619  0.65116279 0.56666667 0.53571429 0.53571429 0.76923077
 0.61290323 0.66666667 0.81481481 0.51724138 0.42857143 0.75
 0.58064516 0.42857143 0.42857143 0.48275862 0.51851852 0.60714286
 0.42857143 0.51612903 0.62962963 0.57575758 0.5        0.59259259
 0.4        0.53846154 0.66666667 0.65714286 0.41176471 0.6
 0.5        0.56666667 0.28571429 0.7037037  0.62962963 0.60714286
 0.42857143 0.675      0.5        0.375      0.42857143 0.37037037
 0.55172414 0.44827586 0.55555556 0.6        0.7037037  0.6
 0.65       0.775      0.55555556 0.46428571 0.41935484 0.55555556
 0.53333333 0.57142857 0.         0.7037037  0.42857143 0.55555556
 0.59259259 0.55555556 0.54166667 0.36666667 0.66666667 0.66666667
 0.52941176 0.51428571 0.6097561 ]",12
NCT02627443,"nan,nan,nan,nan,Platelet count greater than or equal to 100000 platelets per cubic milimeter,Leukocyte count greater than or equal to 3000 per microliter",nan nan nan nan platelet count greater   equal  100000 platelets per cubic milimeter leukocyte count greater   equal  3000 per microliter,"[0.52941176 0.84210526 0.52941176 0.57894737 0.42105263 0.66666667
 0.57894737 0.45       0.5625     0.59259259 0.8125     0.58823529
 0.77142857 0.15384615 0.8125     0.63157895 0.45       0.45
 0.93548387 0.67647059 0.63636364 0.6        0.35294118 0.94444444
 0.88888889 0.65       0.41666667 0.42105263 0.45       0.53333333
 0.70833333 0.45       0.45       0.45       0.57894737 0.63157895
 0.45       0.5        0.58823529 0.74074074 0.72       0.52941176
 0.6        0.70588235 0.8125     0.58333333 0.75757576 0.38888889
 0.72       0.42105263 0.65384615 0.         0.15384615 0.63157895
 0.45       0.62068966 0.375      0.65517241 0.45       0.45
 0.47368421 0.47619048 0.26666667 0.84210526 0.         0.56
 0.79411765 0.83870968 0.26666667 0.42105263 0.75862069 0.26666667
 0.52380952 0.57692308 0.7037037  0.         0.45       0.60714286
 0.52941176 0.63157895 0.625      0.71428571 0.8125     0.8125
 0.57692308 0.60714286 0.66666667]",10
